R,a,delta,F,R_a,delta_a,F_Eah
4,25,72.92885675,209.6168451,0.16,0.291715427,0.026346186
4,25,73.42602694,211.8554569,0.16,0.293704108,0.026627552
4,25,73.9260489,213.7260211,0.16,0.295704196,0.026862658
4,25,74.42236431,219.6771125,0.16,0.297689457,0.027610635
4,25,74.92404118,219.8397808,0.16,0.299696165,0.02763108
4,25,75.41964145,229.2282868,0.16,0.301678566,0.028811097
4,25,75.91857889,226.048712,0.16,0.303674316,0.028411464
4,25,76.41503266,235.5808611,0.16,0.305660131,0.029609535
4,25,76.91397377,234.4068844,0.16,0.307655895,0.029461981
4,25,77.41191796,241.7100947,0.16,0.309647672,0.030379902
4,25,77.91043981,241.7881074,0.16,0.311641759,0.030389707
4,25,78.40969414,248.0784761,0.16,0.313638777,0.031180327
4,25,78.90741934,250.9492213,0.16,0.315629677,0.031541143
4,25,79.40508356,254.1355854,0.16,0.317620334,0.031941629
4,25,79.90159918,259.2877801,0.16,0.319606397,0.032589195
4,25,80.4015449,261.441718,0.16,0.32160618,0.032859917
4,25,80.89570485,267.445379,0.16,0.323582819,0.033614502
4,25,81.39637525,267.4136432,0.16,0.325585501,0.033610513
4,25,81.89110686,275.7935743,0.16,0.327564427,0.034663764
4,25,82.39446217,274.8740265,0.16,0.329577849,0.034548189
4,25,82.88743071,283.3556746,0.16,0.331549723,0.035614225
4,25,83.38816064,282.9566376,0.16,0.333552643,0.035564071
4,25,83.8837655,291.220141,0.16,0.335535062,0.036602689
4,25,84.38234963,290.9055927,0.16,0.337529399,0.036563154
4,25,84.87738965,299.6166151,0.16,0.339509559,0.037658019
4,25,85.37896714,298.5650239,0.16,0.341515869,0.037525847
4,25,85.87256675,307.9581505,0.16,0.343490267,0.038706445
4,25,86.37092343,306.8202473,0.16,0.345483694,0.038563425
4,25,86.867424,315.7534333,0.16,0.347469696,0.039686213
4,25,87.36569708,315.8064606,0.16,0.349462788,0.039692878
4,25,87.86320055,324.0210474,0.16,0.351452802,0.040725348
4,25,88.36096214,324.2943592,0.16,0.353443849,0.0407597
4,25,88.85592109,332.5589971,0.16,0.355423684,0.04179846
4,25,89.35474558,332.7189061,0.16,0.357418982,0.041818559
4,25,89.85062048,341.6279711,0.16,0.359402482,0.042938315
4,25,90.34900944,341.3812038,0.16,0.361396038,0.0429073
4,25,90.84345801,350.9125966,0.16,0.363373832,0.044105275
4,25,91.34338465,350.2330818,0.16,0.365373539,0.044019869
4,25,91.83806914,360.1102956,0.16,0.367352277,0.04526131
4,25,92.33756118,359.9663735,0.16,0.369350245,0.045243221
4,25,92.83229706,369.0305561,0.16,0.371329188,0.046382474
4,25,93.33296135,370.070856,0.16,0.373331845,0.046513226
4,25,93.82716876,377.9691269,0.16,0.375308675,0.047505939
4,25,94.32683526,380.39734,0.16,0.377307341,0.047811135
4,25,94.8209029,386.9344542,0.16,0.379283612,0.048632767
4,25,95.32202225,391.4186438,0.16,0.381288089,0.049196373
4,25,95.81677085,395.6931093,0.16,0.383267083,0.049733619
4,25,96.31533774,402.4613999,0.16,0.385261351,0.050584308
4,25,96.81143269,404.9374983,0.16,0.387245731,0.050895522
4,25,97.30999316,413.2541585,0.16,0.389239973,0.051940821
4,25,97.80670923,415.0398263,0.16,0.391226837,0.052165257
4,25,98.30376644,422.9775808,0.16,0.393215066,0.053162932
4,25,98.80150239,426.2688704,0.16,0.39520601,0.053576606
4,25,99.29908969,432.6142292,0.16,0.397196359,0.054374137
4,25,99.79727229,438.1594099,0.16,0.399189089,0.055071096
4,25,100.2942389,441.8739828,0.16,0.401176956,0.055537971
4,25,100.793136,449.9668604,0.16,0.403172544,0.056555143
4,25,101.2886949,452.4331748,0.16,0.40515478,0.056865128
4,25,101.7874685,461.3935787,0.16,0.407149874,0.057991337
4,25,102.2850681,463.4379212,0.16,0.409140273,0.058248285
4,25,102.7833663,471.9337679,0.16,0.411133465,0.059316106
4,25,103.2791715,476.5447264,0.16,0.413116686,0.059895645
4,25,103.7782381,481.4648834,0.16,0.415112953,0.060514047
4,25,104.2762305,489.3113926,0.16,0.417104922,0.061500254
4,25,104.7728794,491.4358711,0.16,0.419091518,0.061767274
4,25,105.2712501,501.1635493,0.16,0.421085001,0.06298992
4,25,105.7694285,503.5068255,0.16,0.423077714,0.06328444
4,25,106.2682738,511.3832041,0.16,0.425073095,0.064274401
4,25,106.7654686,517.4734982,0.16,0.427061875,0.065039874
4,25,107.2623045,521.6890224,0.16,0.429049218,0.065569712
4,25,107.7608283,531.7435059,0.16,0.431043313,0.066833434
4,25,108.2585069,533.2169077,0.16,0.433034028,0.067018622
4,25,108.7568513,542.355292,0.16,0.435027405,0.068167201
4,25,109.2540084,547.9244143,0.16,0.437016034,0.068867169
4,25,109.7528758,551.0161477,0.16,0.439011503,0.069255761
4,25,110.2509349,562.2084371,0.16,0.44100374,0.07066249
4,25,110.7481014,564.3656272,0.16,0.442992406,0.070933622
4,25,111.2471061,572.6412178,0.16,0.444988425,0.071973759
4,25,111.7440776,580.4544762,0.16,0.446976311,0.072955786
4,25,112.2425964,583.0351949,0.16,0.448970386,0.07328015
4,25,112.7409678,593.0771944,0.16,0.450963871,0.074542303
4,25,113.238625,596.9159582,0.16,0.4529545,0.075024787
4,25,113.737663,603.5719775,0.16,0.454950652,0.075861364
4,25,114.2341553,613.48279,0.16,0.456936621,0.077107028
4,25,114.7331959,616.0202172,0.16,0.458932784,0.07742595
4,25,115.2319601,624.5482558,0.16,0.460927841,0.078497817
4,25,115.7281871,631.6505027,0.16,0.462912749,0.07939048
4,25,116.2279089,635.3469801,0.16,0.464911636,0.07985508
4,30,2.300790985,-0.126949018,0.133333333,0.007669303,-1.32966E-05
4,30,2.78911251,0.785042655,0.133333333,0.009297042,8.22249E-05
4,30,3.285035779,1.209996766,0.133333333,0.010950119,0.000126734
4,30,3.774579588,2.175402648,0.133333333,0.012581932,0.00022785
4,30,4.28564927,1.199984376,0.133333333,0.014285498,0.000125686
4,30,4.815031054,-0.560213651,0.133333333,0.016050104,-5.86765E-05
4,30,5.318882224,-0.75379411,0.133333333,0.017729607,-7.8952E-05
4,30,5.815825246,-0.675072784,0.133333333,0.019386084,-7.07068E-05
4,30,6.304252105,0.206526978,0.133333333,0.021014174,2.16315E-05
4,30,6.809897235,0.228638261,0.133333333,0.022699657,2.39474E-05
4,30,7.28606566,0.976308254,0.133333333,0.024286886,0.000102258
4,30,7.770322453,1.839394862,0.133333333,0.025901075,0.000192657
4,30,8.26710542,2.794553419,0.133333333,0.027557018,0.0002927
4,30,8.74849587,4.022336678,0.133333333,0.029161653,0.000421297
4,30,9.266683091,2.305209123,0.133333333,0.030888944,0.000241446
4,30,9.78411155,1.283393098,0.133333333,0.032613705,0.000134422
4,30,10.29235502,0.19996768,0.133333333,0.03430785,2.09445E-05
4,30,10.78438329,0.87668961,0.133333333,0.035947944,9.1824E-05
4,30,11.28696636,0.774628505,0.133333333,0.037623221,8.11342E-05
4,30,11.78012694,1.240189152,0.133333333,0.03926709,0.000129897
4,30,12.25731911,3.097179883,0.133333333,0.04085773,0.000324397
4,30,12.75586302,3.734447159,0.133333333,0.042519543,0.000391144
4,30,13.24513474,5.592987426,0.133333333,0.044150449,0.000585806
4,30,13.74098665,5.432544204,0.133333333,0.045803289,0.000569002
4,30,14.26329655,3.507471003,0.133333333,0.047544322,0.000367371
4,30,14.77965615,1.843675423,0.133333333,0.049265521,0.000193106
4,30,15.27166896,2.002675401,0.133333333,0.050905563,0.000209759
4,30,15.76621469,2.039250701,0.133333333,0.052554049,0.00021359
4,30,16.25888403,2.819502406,0.133333333,0.05419628,0.000295313
4,30,16.74122249,4.848996722,0.133333333,0.055804075,0.000507881
4,30,17.22453468,6.656789469,0.133333333,0.057415116,0.000697229
4,30,17.71781258,8.040227995,0.133333333,0.059059375,0.000842129
4,30,18.22675234,7.213236372,0.133333333,0.060755841,0.00075551
4,30,18.73543565,5.076069088,0.133333333,0.062451452,0.000531665
4,30,19.25496489,3.577694174,0.133333333,0.064183216,0.000374726
4,30,19.74720875,3.98053957,0.133333333,0.065824029,0.00041692
4,30,20.24471294,4.328230626,0.133333333,0.067482376,0.000453337
4,30,20.73015979,6.313401285,0.133333333,0.069100533,0.000661262
4,30,21.20729914,9.446728895,0.133333333,0.070690997,0.000989445
4,30,21.70081559,10.73928319,0.133333333,0.072336052,0.001124827
4,30,22.20656253,9.813215599,0.133333333,0.074021875,0.001027831
4,30,22.71772894,7.54090562,0.133333333,0.075725763,0.00078983
4,30,23.22628959,6.199775598,0.133333333,0.077420965,0.000649361
4,30,23.72549596,6.436590751,0.133333333,0.079084987,0.000674165
4,30,24.22045945,7.423409997,0.133333333,0.080734865,0.000777524
4,30,24.70213633,10.71022159,0.133333333,0.082340454,0.001121783
4,30,25.18515445,14.17895213,0.133333333,0.083950515,0.001485096
4,30,25.68903111,12.95692528,0.133333333,0.085630104,0.001357101
4,30,26.1958011,11.40170195,0.133333333,0.087319337,0.001194208
4,30,26.70330614,9.977323084,0.133333333,0.08901102,0.001045019
4,30,27.21113389,9.176299598,0.133333333,0.09070378,0.000961121
4,30,27.70534059,9.894345623,0.133333333,0.092351135,0.001036328
4,30,28.18375203,14.37605325,0.133333333,0.09394584,0.00150574
4,30,28.66353649,17.79758687,0.133333333,0.095545122,0.00186411
4,30,29.16444223,17.45902256,0.133333333,0.097214807,0.001828649
4,30,29.68446318,13.97766708,0.133333333,0.098948211,0.001464013
4,30,30.18417159,12.6033742,0.133333333,0.100613905,0.001320071
4,30,30.68753515,12.88492556,0.133333333,0.102291784,0.00134956
4,30,31.17739144,15.62408721,0.133333333,0.103924638,0.001636458
4,30,31.65119706,21.14465747,0.133333333,0.10550399,0.00221468
4,30,32.14677574,21.79799447,0.133333333,0.107155919,0.00228311
4,30,32.65760625,18.82200956,0.133333333,0.108858688,0.001971407
4,30,33.164729,17.03315544,0.133333333,0.110549097,0.001784044
4,30,33.66559371,16.61262233,0.133333333,0.112218646,0.001739997
4,30,34.1558541,19.44038968,0.133333333,0.113852847,0.002036176
4,30,34.63905476,25.44777573,0.133333333,0.115463516,0.002665386
4,30,35.13608643,26.29606639,0.133333333,0.117120288,0.002754236
4,30,35.64446325,22.97847057,0.133333333,0.118814878,0.002406753
4,30,36.15025449,20.83369294,0.133333333,0.120500848,0.00218211
4,30,36.64774425,21.57179035,0.133333333,0.122159148,0.002259418
4,30,37.13386079,25.89723551,0.133333333,0.123779536,0.002712462
4,30,37.61723403,31.37901509,0.133333333,0.12539078,0.003286621
4,30,38.12071553,30.02240024,0.133333333,0.127069052,0.00314453
4,30,38.63242224,25.82378789,0.133333333,0.128774741,0.00270477
4,30,39.13514815,25.85682833,0.133333333,0.130450494,0.00270823
4,30,39.62655859,28.15288804,0.133333333,0.132088529,0.002948718
4,30,40.11033081,35.55612687,0.133333333,0.133701103,0.00372413
4,30,40.6042401,36.57266432,0.133333333,0.135347467,0.003830601
4,30,41.11399935,32.14223277,0.133333333,0.137046665,0.00336656
4,30,41.61802624,30.16518711,0.133333333,0.138726754,0.003159485
4,30,42.11114043,32.95926677,0.133333333,0.140370468,0.003452136
4,30,42.5961961,39.93329747,0.133333333,0.14198732,0.004182592
4,30,43.09174998,42.41730382,0.133333333,0.143639167,0.004442766
4,30,43.60292218,37.13399011,0.133333333,0.145343074,0.003889394
4,30,44.10333403,35.33541816,0.133333333,0.147011113,0.003701013
4,30,44.59496921,39.74786192,0.133333333,0.148649897,0.00416317
4,30,45.08064804,46.66678812,0.133333333,0.150268827,0.004887854
4,30,45.57884264,47.43491123,0.133333333,0.151929475,0.004968307
4,30,46.08913619,41.87714313,0.133333333,0.153630454,0.004386189
4,30,46.58906915,41.80534109,0.133333333,0.155296897,0.004378669
4,30,47.07895404,47.64331291,0.133333333,0.156929847,0.004990135
4,30,47.56627673,55.16189803,0.133333333,0.158554256,0.005777627
4,30,48.07351984,50.44268645,0.133333333,0.160245066,0.00528334
4,30,48.58053387,47.01030028,0.133333333,0.161935113,0.004923833
4,30,49.07357323,50.53689643,0.133333333,0.163578577,0.005293207
4,30,49.56293151,57.97908629,0.133333333,0.165209772,0.006072698
4,30,50.05675513,60.91583375,0.133333333,0.16685585,0.006380292
4,30,50.56824849,52.82844366,0.133333333,0.168560828,0.005533223
4,30,51.06584207,54.42429999,0.133333333,0.170219474,0.005700372
4,30,51.55608046,62.96175176,0.133333333,0.171853602,0.00659458
4,30,52.04683886,67.68408909,0.133333333,0.173489463,0.007089195
4,30,52.55519121,61.14674705,0.133333333,0.175183971,0.006404477
4,30,53.06162976,60.10328743,0.133333333,0.176872099,0.006295186
4,30,53.55105131,67.87933944,0.133333333,0.178503504,0.007109645
4,30,54.04170343,73.98804154,0.133333333,0.180139011,0.007749468
4,30,54.54425584,69.5667782,0.133333333,0.181814186,0.007286387
4,30,55.05438715,65.93451403,0.133333333,0.183514624,0.006905945
4,30,55.54240891,74.54429445,0.133333333,0.185141363,0.007807729
4,30,56.02968023,80.73569521,0.133333333,0.186765601,0.008456213
4,30,56.53479756,77.06903864,0.133333333,0.188449325,0.00807217
4,30,57.0381938,72.14518126,0.133333333,0.190127313,0.007556447
4,30,57.527024,82.44696734,0.133333333,0.191756747,0.008635451
4,30,58.02064941,88.30736749,0.133333333,0.193402165,0.009249266
4,30,58.52566456,83.26287357,0.133333333,0.195085549,0.008720908
4,30,59.02755188,79.93568275,0.133333333,0.196758506,0.00837242
4,30,59.51398819,91.86294049,0.133333333,0.198379961,0.009621675
4,30,60.01116818,95.39748582,0.133333333,0.200037227,0.009991881
4,30,60.51619769,88.95881911,0.133333333,0.201720659,0.009317499
4,30,61.01735586,89.42623894,0.133333333,0.203391186,0.009366456
4,30,61.50266621,102.3093484,0.133333333,0.205008887,0.010715826
4,30,62.00464056,100.7018186,0.133333333,0.206682135,0.010547454
4,30,62.50930129,95.68950997,0.133333333,0.208364338,0.010022468
4,30,63.00401451,101.5613524,0.133333333,0.210013382,0.010637481
4,30,63.49415595,111.6214971,0.133333333,0.211647187,0.011691175
4,30,64.00132384,105.1373747,0.133333333,0.213337746,0.011012032
4,30,64.50065771,104.1379683,0.133333333,0.215002192,0.010907355
4,30,64.99150179,116.2867491,0.133333333,0.216638339,0.012179811
4,30,65.49070264,117.2751704,0.133333333,0.218302342,0.012283338
4,30,65.99384901,110.6529045,0.133333333,0.219979497,0.011589726
4,30,66.48945726,116.7836287,0.133333333,0.221631524,0.012231854
4,30,66.98012483,128.4122483,0.133333333,0.223267083,0.01344983
4,30,67.48571106,119.9643151,0.133333333,0.22495237,0.012564998
4,30,67.9847887,120.9041903,0.133333333,0.226615962,0.01266344
4,30,68.47498151,133.9990065,0.133333333,0.228249938,0.014034984
4,30,68.9767133,131.4915269,0.133333333,0.229922378,0.013772352
4,30,69.4800728,126.7194368,0.133333333,0.231600243,0.013272525
4,30,69.97244068,137.9155385,0.133333333,0.233241469,0.014445199
4,30,70.4683384,143.8419275,0.133333333,0.234894461,0.015065926
4,30,70.97460233,134.2474971,0.133333333,0.236582008,0.01406101
4,30,71.47059485,142.2796215,0.133333333,0.238235316,0.014902291
4,30,71.96166249,152.3762968,0.133333333,0.239872208,0.015959811
4,30,72.46677209,143.357425,0.133333333,0.241555907,0.015015179
4,30,72.96462421,148.4697173,0.133333333,0.243215414,0.015550638
4,30,73.45829863,159.9300286,0.133333333,0.244860995,0.016750985
4,30,73.96007038,154.759967,0.133333333,0.246533568,0.016209475
4,30,74.46172426,154.3402086,0.133333333,0.248205748,0.01616551
4,30,74.95805974,167.7582699,0.133333333,0.249860199,0.017570911
4,30,75.45646187,164.8179786,0.133333333,0.25152154,0.017262946
4,30,75.95708068,161.2430768,0.133333333,0.253190269,0.016888513
4,30,76.44800614,175.8986398,0.133333333,0.254826687,0.018423529
4,30,76.94805924,173.9099618,0.133333333,0.256493531,0.018215236
4,30,77.45051221,168.78354,0.133333333,0.258168374,0.017678297
4,30,77.94354319,184.4117669,0.133333333,0.259811811,0.019315189
4,30,78.4424901,182.6861441,0.133333333,0.261474967,0.019134448
4,30,78.94458151,177.960469,0.133333333,0.263148605,0.018639484
4,30,79.43714084,193.1207881,0.133333333,0.264790469,0.020227367
4,30,79.9377349,191.485655,0.133333333,0.266459116,0.020056104
4,30,80.44007221,187.377835,0.133333333,0.268133574,0.019625853
4,30,80.93334538,202.247847,0.133333333,0.269777818,0.02118333
4,30,81.43313316,199.2414979,0.133333333,0.271443777,0.020868447
4,30,81.93450856,196.9252451,0.133333333,0.273115029,0.020625844
4,30,82.4276969,211.839866,0.133333333,0.27475899,0.022187993
4,30,82.92871044,207.4152856,0.133333333,0.276429035,0.021724565
4,30,83.42842781,206.7609889,0.133333333,0.278094759,0.021656034
4,30,83.92256781,221.7238555,0.133333333,0.279741893,0.023223237
4,30,84.42404969,215.0642452,0.133333333,0.281413499,0.022525713
4,30,84.92311109,217.4840172,0.133333333,0.283077037,0.022779159
4,30,85.41661185,231.5577479,0.133333333,0.28472204,0.024253234
4,30,85.91941251,222.3480527,0.133333333,0.286398042,0.023288615
4,30,86.41742653,229.4437718,0.133333333,0.288058088,0.024031817
4,30,86.9110714,240.2426647,0.133333333,0.289703571,0.025162887
4,30,87.41592255,230.4105333,0.133333333,0.291386409,0.024133075
4,30,87.9120625,242.1470514,0.133333333,0.293040208,0.025362352
4,30,88.40680026,248.0543999,0.133333333,0.294689334,0.025981084
4,30,88.91055274,239.5426098,0.133333333,0.296368509,0.025089564
4,30,89.4051066,254.6341319,0.133333333,0.298017022,0.026670242
4,30,89.90263755,254.7480615,0.133333333,0.299675459,0.026682175
4,30,90.40555356,250.7560369,0.133333333,0.301351845,0.026264052
4,30,90.89854458,266.3355227,0.133333333,0.302995149,0.027895839
4,30,91.39875609,260.7399954,0.133333333,0.30466252,0.027309766
4,30,91.89869893,264.588941,0.133333333,0.306328996,0.027712903
4,30,92.39329756,275.6364886,0.133333333,0.307977659,0.028870017
4,30,92.89482459,267.7820064,0.133333333,0.309649415,0.028047343
4,30,93.38950016,279.8460847,0.133333333,0.311298334,0.029310928
4,30,93.88840311,282.6708486,0.133333333,0.312961344,0.029606792
4,30,94.38899813,277.774505,0.133333333,0.314629994,0.029093952
4,30,94.8826156,294.2841547,0.133333333,0.316275385,0.030823164
4,30,95.38355186,288.3278165,0.133333333,0.317945173,0.0301993
4,30,95.88249655,292.1422717,0.133333333,0.319608322,0.030598824
4,30,96.37400295,304.5447026,0.133333333,0.321246677,0.031897848
4,30,96.87743761,295.5042265,0.133333333,0.322924792,0.030950953
4,30,97.37287653,310.3320798,0.133333333,0.324576255,0.032504015
4,30,97.87005045,308.7373684,0.133333333,0.326233502,0.032336985
4,30,98.37021891,309.2373651,0.133333333,0.32790073,0.032389355
4,30,98.86205286,323.6885377,0.133333333,0.329540176,0.033902963
4,30,99.36604648,314.5359453,0.133333333,0.331220155,0.032944325
4,30,99.85950419,327.2387064,0.133333333,0.332865014,0.034274806
4,30,100.3569741,329.8269035,0.133333333,0.334523247,0.034545892
4,30,100.8590206,327.5855217,0.133333333,0.336196735,0.034311131
4,30,101.3504723,342.570598,0.133333333,0.337834908,0.03588066
4,30,101.8520883,334.709185,0.133333333,0.339506961,0.035057259
4,30,102.345849,347.0528224,0.133333333,0.34115283,0.036350125
4,30,102.8434781,350.4959919,0.133333333,0.342811594,0.036710761
4,30,103.3459058,347.1596343,0.133333333,0.344486353,0.036361313
4,30,103.8375125,362.9593603,0.133333333,0.346125042,0.038016168
4,30,104.3401015,353.9857871,0.133333333,0.347800338,0.03707628
4,30,104.8337835,369.5061276,0.133333333,0.349445945,0.038701872
4,30,105.3326357,368.4310068,0.133333333,0.351108786,0.038589265
4,30,105.8307744,370.9061319,0.133333333,0.352769248,0.038848508
4,30,106.3261026,382.7583171,0.133333333,0.354420342,0.0400899
4,30,106.8270445,375.565241,0.133333333,0.356090148,0.039336501
4,30,107.319964,393.1515866,0.133333333,0.357733213,0.041178485
4,30,107.8216193,386.0948237,0.133333333,0.359405398,0.040439364
4,30,108.3171361,396.6989159,0.133333333,0.36105712,0.04155003
4,30,108.8151211,401.6140294,0.133333333,0.36271707,0.042064837
4,30,109.3142174,399.9808288,0.133333333,0.364380725,0.041893776
4,30,109.8084949,415.2091222,0.133333333,0.366028316,0.043488779
4,30,110.3112815,406.670165,0.133333333,0.367704272,0.042594414
4,30,110.8040609,424.4834464,0.133333333,0.36934687,0.044460167
4,30,111.3052234,418.2212458,0.133333333,0.371017411,0.043804268
4,30,111.8008631,429.315666,0.133333333,0.372669544,0.044966291
4,30,112.2988495,432.8997667,0.133333333,0.374329498,0.045341688
4,30,112.7978331,433.9320452,0.133333333,0.375992777,0.045449808
4,30,113.293494,447.6203916,0.133333333,0.37764498,0.046883518
4,30,113.7940888,439.3137063,0.133333333,0.379313629,0.046013481
4,30,114.2885413,458.3741102,0.133333333,0.380961804,0.048009857
4,30,114.789818,449.3375647,0.133333333,0.382632727,0.047063374
4,30,115.2847878,466.7331149,0.133333333,0.384282626,0.048885375
4,30,115.7854741,463.842185,0.133333333,0.38595158,0.04858258
4,30,116.2819518,471.9181834,0.133333333,0.387606506,0.049428456
4,30,116.7801209,477.319396,0.133333333,0.38926707,0.049994176
4,30,117.2791856,477.6591865,0.133333333,0.390930619,0.050029766
4,30,117.7751536,491.2976746,0.133333333,0.392583845,0.051458253
4,30,118.2747889,485.279924,0.133333333,0.394249296,0.050827957
4,30,118.7706758,503.4911028,0.133333333,0.395902253,0.052735387
4,30,119.2717631,494.7580694,0.133333333,0.397572544,0.051820693
4,30,119.7668451,514.3067091,0.133333333,0.399222817,0.053868207
4,30,120.2674193,506.1222503,0.133333333,0.400891398,0.053010971
4,30,120.7633219,522.1433391,0.133333333,0.402544406,0.054689012
4,30,121.264173,519.6363688,0.133333333,0.40421391,0.054426433
4,30,121.7602974,530.8147677,0.133333333,0.405867658,0.055597252
4,30,122.260686,532.1629635,0.133333333,0.40753562,0.055738462
4,30,122.7560188,538.9203126,0.133333333,0.409186729,0.056446223
4,30,123.256167,546.6331292,0.133333333,0.41085389,0.057254059
4,30,123.7541938,547.0235557,0.133333333,0.412513979,0.057294952
4,30,124.251363,559.5289851,0.133333333,0.41417121,0.058604764
4,30,124.7497356,556.5055404,0.133333333,0.415832452,0.05828809
4,30,125.2469819,571.8542838,0.133333333,0.41748994,0.059895709
4,30,125.7471699,565.80118,0.133333333,0.419157233,0.05926171
4,30,126.2432874,584.5239894,0.133333333,0.420810958,0.061222727
4,30,126.743686,576.4692803,0.133333333,0.422478953,0.060379081
4,30,127.2395745,596.1110213,0.133333333,0.424131915,0.062436347
4,30,127.7408741,588.255099,0.133333333,0.425802914,0.061613522
4,30,128.2356184,607.5573007,0.133333333,0.427452061,0.063635224
4,30,128.737314,599.2416284,0.133333333,0.42912438,0.062764245
4,30,129.2323893,620.1629926,0.133333333,0.430774631,0.064955537
4,30,129.7339531,610.8086286,0.133333333,0.43244651,0.063975766
4,30,130.2289336,631.0040207,0.133333333,0.434096445,0.066091021
4,35,2.318213873,-1.169839559,0.114285714,0.006623468,-0.000105024
4,35,2.821642503,-1.493109688,0.114285714,0.008061836,-0.000134046
4,35,3.315601089,-0.979143349,0.114285714,0.009473146,-8.79042E-05
4,35,3.801692321,-0.22911372,0.114285714,0.010861978,-2.05691E-05
4,35,4.302574195,0.312700981,0.114285714,0.012293069,2.80733E-05
4,35,4.798925934,0.101606023,0.114285714,0.013711217,9.12185E-06
4,35,5.291145408,0.520929235,0.114285714,0.015117558,4.67673E-05
4,35,5.793809665,0.783155321,0.114285714,0.016553742,7.03091E-05
4,35,6.28868262,0.781133555,0.114285714,0.017967665,7.01276E-05
4,35,6.784093774,0.87822492,0.114285714,0.019383125,7.88441E-05
4,35,7.287899979,0.94132114,0.114285714,0.020822571,8.45087E-05
4,35,7.778009454,1.354942967,0.114285714,0.022222884,0.000121642
4,35,8.273579413,1.968270515,0.114285714,0.023638798,0.000176705
4,35,8.775427191,1.654390503,0.114285714,0.025072649,0.000148526
4,35,9.28340015,1.048340642,0.114285714,0.026524,9.41165E-05
4,35,9.799302763,0.083241458,0.114285714,0.027998008,7.47314E-06
4,35,10.29865981,-0.052943125,0.114285714,0.029424742,-4.75306E-06
4,35,10.79920914,0.09173761,0.114285714,0.030854883,8.2359E-06
4,35,11.30215989,0.427289701,0.114285714,0.032291885,3.83607E-05
4,35,11.78485195,1.302321556,0.114285714,0.033671006,0.000116918
4,35,12.28048885,1.415505966,0.114285714,0.035087111,0.000127079
4,35,12.77289353,1.768099832,0.114285714,0.036493982,0.000158734
4,35,13.26730861,2.354202133,0.114285714,0.037906596,0.000211352
4,35,13.76455699,2.377327539,0.114285714,0.039327306,0.000213429
4,35,14.26569044,2.487279422,0.114285714,0.040759116,0.0002233
4,35,14.75556573,3.864742798,0.114285714,0.042158759,0.000346964
4,35,15.25471455,3.453963215,0.114285714,0.043584899,0.000310085
4,35,15.76009104,3.251295778,0.114285714,0.045028832,0.000291891
4,35,16.26555266,2.669838857,0.114285714,0.046473008,0.000239689
4,35,16.7797635,1.630684809,0.114285714,0.047942181,0.000146397
4,35,17.28118885,1.238588447,0.114285714,0.049374825,0.000111196
4,35,17.77370121,1.845267751,0.114285714,0.050782003,0.000165662
4,35,18.27143853,2.407435239,0.114285714,0.05220411,0.000216132
4,35,18.75623328,3.343051938,0.114285714,0.053589238,0.000300128
4,35,19.24649929,4.187745558,0.114285714,0.054989998,0.000375962
4,35,19.74648859,3.86621646,0.114285714,0.056418539,0.000347096
4,35,20.23224765,5.893692007,0.114285714,0.057806422,0.000529116
4,35,20.72923046,6.219487512,0.114285714,0.059226373,0.000558365
4,35,21.23502573,5.451375738,0.114285714,0.060671502,0.000489406
4,35,21.73034709,6.062534602,0.114285714,0.062086706,0.000544274
4,35,22.23982428,4.737677387,0.114285714,0.063542355,0.000425333
4,35,22.75087758,4.27136308,0.114285714,0.065002507,0.000383469
4,35,23.25657376,3.347348672,0.114285714,0.066447354,0.000300514
4,35,23.75180735,4.38410968,0.114285714,0.067862307,0.000393591
4,35,24.23579583,5.243709653,0.114285714,0.069245131,0.000470763
4,35,24.72547234,6.678432614,0.114285714,0.070644207,0.000599568
4,35,25.22585824,7.401628244,0.114285714,0.072073881,0.000664494
4,35,25.70560934,9.736426869,0.114285714,0.073444598,0.000874104
4,35,26.21192433,8.646923668,0.114285714,0.074891212,0.000776292
4,35,26.70521258,9.436277773,0.114285714,0.076300607,0.000847158
4,35,27.21842811,7.64164777,0.114285714,0.077766937,0.000686042
4,35,27.71643609,7.503554923,0.114285714,0.079189817,0.000673644
4,35,28.2345433,6.344683273,0.114285714,0.080670124,0.000569605
4,35,28.71813596,7.52149371,0.114285714,0.082051817,0.000675255
4,35,29.20688736,9.027146941,0.114285714,0.08344825,0.000810427
4,35,29.69872641,10.38183473,0.114285714,0.084853504,0.000932047
4,35,30.18839605,12.31158025,0.114285714,0.08625256,0.001105293
4,35,30.68743071,12.81869125,0.114285714,0.087678373,0.00115082
4,35,31.18441046,13.15341537,0.114285714,0.089098316,0.00118087
4,35,31.69453641,11.80813991,0.114285714,0.090555818,0.001060096
4,35,32.19356348,11.54300029,0.114285714,0.09198161,0.001036292
4,35,32.70291009,10.20952192,0.114285714,0.093436886,0.000916577
4,35,33.20002216,10.75156135,0.114285714,0.094857206,0.000965239
4,35,33.68364033,13.84618109,0.114285714,0.096238972,0.001243064
4,35,34.17561853,14.82231892,0.114285714,0.097644624,0.001330699
4,35,34.66353744,17.87262457,0.114285714,0.099038678,0.001604545
4,35,35.16504241,17.1051639,0.114285714,0.10047155,0.001535645
4,35,35.6695673,16.74396876,0.114285714,0.101913049,0.001503218
4,35,36.1739731,15.28834083,0.114285714,0.103354209,0.001372536
